text/value/0/0/0,text/value/0/0/1,text/value/0/1/0,text/value/0/1/1,text/value/0/2/0,text/value/0/2/1,text/value/0/3/0,text/value/0/3/1,text/id,text/key
5.974847,50.662144,5.974847,50.85723,6.218106,50.85723,6.218106,50.662144,1012352782102401024,Thu Jun 28 15:11:26 +0000 2018
4.741381,50.050505,4.741381,50.122535,4.792305,50.122535,4.792305,50.050505,1012352801161216000,Thu Jun 28 15:11:31 +0000 2018
4.313989,50.796328,4.313989,50.913706,4.436947,50.913706,4.436947,50.796328,1012352837798580225,Thu Jun 28 15:11:39 +0000 2018
4.313989,50.796328,4.313989,50.913706,4.436947,50.913706,4.436947,50.796328,1012352845427945472,Thu Jun 28 15:11:41 +0000 2018
-5.141593,41.364659,-5.141593,51.088771,9.559831,51.088771,9.559831,41.364659,1012352851929157632,Thu Jun 28 15:11:43 +0000 2018
3.579764,50.979531,3.579764,51.187961,3.84936,51.187961,3.84936,50.979531,1012352855829897217,Thu Jun 28 15:11:44 +0000 2018
4.420633,50.834146,4.420633,50.902448,4.536174,50.902448,4.536174,50.834146,1012352883977748480,Thu Jun 28 15:11:50 +0000 2018
3.654724,50.56233,3.654724,50.697419,3.91332,50.697419,3.91332,50.56233,1012352896128647171,Thu Jun 28 15:11:53 +0000 2018
4.218084,51.143464,4.218084,51.377649,4.498296,51.377649,4.498296,51.143464,1012352896762073088,Thu Jun 28 15:11:53 +0000 2018
5.754549,50.898468,5.754549,50.955064,5.857405,50.955064,5.857405,50.898468,1012352906371194881,Thu Jun 28 15:11:56 +0000 2018
6.000641,50.8414,6.000641,50.905509,6.088143,50.905509,6.088143,50.8414,1012352908669710337,Thu Jun 28 15:11:56 +0000 2018
3.136493,50.657178,3.136493,50.693538,3.173827,50.693538,3.173827,50.657178,1012352931578957824,Thu Jun 28 15:12:02 +0000 2018
4.313989,50.796328,4.313989,50.913706,4.436947,50.913706,4.436947,50.796328,1012352967276625920,Thu Jun 28 15:12:10 +0000 2018
3.097836,50.991512,3.097836,51.068803,3.183493,51.068803,3.183493,50.991512,1012352980450971648,Thu Jun 28 15:12:13 +0000 2018
3.297662,50.750449,3.297662,53.575704,7.227545,53.575704,7.227545,50.750449,1012353021370617862,Thu Jun 28 15:12:23 +0000 2018
4.347341,50.800721,4.347341,50.84062,4.403387,50.84062,4.403387,50.800721,1012353024113561603,Thu Jun 28 15:12:24 +0000 2018
5.63885,50.803763,5.63885,50.911724,5.762897,50.911724,5.762897,50.803763,1012353055067602945,Thu Jun 28 15:12:31 +0000 2018
3.297662,50.750449,3.297662,53.575704,7.227545,53.575704,7.227545,50.750449,1012353072910295042,Thu Jun 28 15:12:35 +0000 2018
4.218084,51.143464,4.218084,51.377649,4.498296,51.377649,4.498296,51.143464,1012353080837525504,Thu Jun 28 15:12:37 +0000 2018
4.530052,51.148481,4.530052,51.236256,4.643686,51.236256,4.643686,51.148481,1012353117470515200,Thu Jun 28 15:12:46 +0000 2018
5.63885,50.803763,5.63885,50.911724,5.762897,50.911724,5.762897,50.803763,1012353132746158080,Thu Jun 28 15:12:50 +0000 2018
-5.141593,41.364659,-5.141593,51.088771,9.559831,51.088771,9.559831,41.364659,1012353138303684610,Thu Jun 28 15:12:51 +0000 2018
3.437303,50.308756,3.437303,50.345904,3.472955,50.345904,3.472955,50.308756,1012353144502849536,Thu Jun 28 15:12:52 +0000 2018
3.854673,50.377735,3.854673,50.513848,4.085155,50.513848,4.085155,50.377735,1012353152698519557,Thu Jun 28 15:12:54 +0000 2018
4.513131,50.909246,4.513131,50.97044,4.618695,50.97044,4.618695,50.909246,1012353154044825600,Thu Jun 28 15:12:55 +0000 2018
-5.141593,41.364659,-5.141593,51.088771,9.559831,51.088771,9.559831,41.364659,1012353213763207168,Thu Jun 28 15:13:09 +0000 2018
3.579764,50.979531,3.579764,51.187961,3.84936,51.187961,3.84936,50.979531,1012353251096842241,Thu Jun 28 15:13:18 +0000 2018
4.640395,50.824111,4.640395,50.943981,4.770378,50.943981,4.770378,50.824111,1012353265944662021,Thu Jun 28 15:13:21 +0000 2018
4.41609,50.878718,4.41609,50.926073,4.469601,50.926073,4.469601,50.878718,1012353269665009674,Thu Jun 28 15:13:22 +0000 2018
5.592973,50.682238,5.592973,50.753221,5.69191,50.753221,5.69191,50.682238,1012353285473349634,Thu Jun 28 15:13:26 +0000 2018
4.515227,50.8561,4.515227,50.934849,4.614839,50.934849,4.614839,50.8561,1012353293815898112,Thu Jun 28 15:13:28 +0000 2018
5.002492,50.208493,5.002492,50.340485,5.261372,50.340485,5.261372,50.208493,1012353312165855232,Thu Jun 28 15:13:32 +0000 2018
3.071286,50.588709,3.071286,50.617892,3.114798,50.617892,3.114798,50.588709,1012353355119816704,Thu Jun 28 15:13:43 +0000 2018
5.63885,50.803763,5.63885,50.911724,5.762897,50.911724,5.762897,50.803763,1012353355853762560,Thu Jun 28 15:13:43 +0000 2018
5.1216,51.016502,5.1216,51.105788,5.344127,51.105788,5.344127,51.016502,1012353408114847744,Thu Jun 28 15:13:55 +0000 2018
3.747029,50.810058,3.747029,50.918338,3.866798,50.918338,3.866798,50.810058,1012353411130494976,Thu Jun 28 15:13:56 +0000 2018
4.35771,50.843414,4.35771,50.881595,4.412512,50.881595,4.412512,50.843414,1012353411793244165,Thu Jun 28 15:13:56 +0000 2018
6.005243,51.242532,6.005243,51.297271,6.124804,51.297271,6.124804,51.242532,1012353545910259712,Thu Jun 28 15:14:28 +0000 2018
4.313989,50.796328,4.313989,50.913706,4.436947,50.913706,4.436947,50.796328,1012353582656520192,Thu Jun 28 15:14:37 +0000 2018
3.200484,50.730925,3.200484,50.874597,3.359104,50.874597,3.359104,50.730925,1012353585689124865,Thu Jun 28 15:14:38 +0000 2018
