text/value/type,text/value/coordinates/0,text/value/coordinates/1,text/id,text/key
Point,-74.082,4.60987,1012342027420303361,Thu Jun 28 14:28:42 +0000 2018
Point,-74.03435,4.71549,1012342097809113091,Thu Jun 28 14:28:59 +0000 2018
Point,-76.54897928,3.41615988,1012342263308013568,Thu Jun 28 14:29:38 +0000 2018
Point,-73.63343609,4.14727191,1012342593198460928,Thu Jun 28 14:30:57 +0000 2018
Point,-74.05815125,4.65380707,1012342608633397248,Thu Jun 28 14:31:00 +0000 2018
Point,-76.26833333,1.87916667,1012342627142979584,Thu Jun 28 14:31:05 +0000 2018
Point,-75.79340519,4.96128274,1012342692867497987,Thu Jun 28 14:31:21 +0000 2018
Point,-73.4167,5.45,1012342720482996224,Thu Jun 28 14:31:27 +0000 2018
Point,-74.082,4.60987,1012342747108397056,Thu Jun 28 14:31:33 +0000 2018
Point,-74.0794,4.5997,1012342920232521729,Thu Jun 28 14:32:15 +0000 2018
Point,-76.55,3.26666667,1012343148830515200,Thu Jun 28 14:33:09 +0000 2018
Point,-75.2105484,3.19962,1012343251108495360,Thu Jun 28 14:33:34 +0000 2018
Point,-76.5225,3.43722,1012343268116443136,Thu Jun 28 14:33:38 +0000 2018
Point,-73.1131,5.78444,1012343465873674240,Thu Jun 28 14:34:25 +0000 2018
Point,-74.06209843,4.65733718,1012343514296913922,Thu Jun 28 14:34:36 +0000 2018
Point,-74.0794,4.5997,1012343534614036481,Thu Jun 28 14:34:41 +0000 2018
Point,-74.13129774,4.6638933,1012343697990549504,Thu Jun 28 14:35:20 +0000 2018
Point,-74.0794,4.5997,1012343700851064833,Thu Jun 28 14:35:21 +0000 2018
Point,-74.0794,4.5997,1012343703392972802,Thu Jun 28 14:35:21 +0000 2018
Point,-74.0512168,4.6764341,1012343782388457472,Thu Jun 28 14:35:40 +0000 2018
Point,-75.2177,4.4336,1012343789892055040,Thu Jun 28 14:35:42 +0000 2018
Point,-73.1131,5.78444,1012343832753647617,Thu Jun 28 14:35:52 +0000 2018
Point,-74.08784866,4.73582114,1012344012974542849,Thu Jun 28 14:36:35 +0000 2018
Point,-76.20158,4.074891,1012344112664731655,Thu Jun 28 14:36:59 +0000 2018
Point,-75.50260925,6.05719137,1012344152326098944,Thu Jun 28 14:37:09 +0000 2018
Point,-75.5751,6.2359,1012344177219301378,Thu Jun 28 14:37:14 +0000 2018
Point,-74.07008171,4.60517152,1012344312275689472,Thu Jun 28 14:37:47 +0000 2018
Point,-76.5225,3.43722,1012344377925165057,Thu Jun 28 14:38:02 +0000 2018
Point,-74.0794,4.5997,1012344443117211648,Thu Jun 28 14:38:18 +0000 2018
Point,-73.916667,3.816667,1012344466064044032,Thu Jun 28 14:38:23 +0000 2018
